Block Address,Incident Number,Neighborhood,Occur 2hr Time,Occur Month,Occur Year,Occurence Date,Person Injury,Precinct,Open Data Latitude,Open Data Longitude,CasingsRecovered,X,Y
2500 BLOCK OF SE CLINTON ST,20-0657,Hosford-Abernethy,1800 - 2000,10,2020,2020-10-11,FALSE,Central,45.50333456,-122.6400243,2,"7,653,491","676,869"
2600 BLOCK OF SE 168TH AVE,21-1060,Centennial,0200 - 0400,10,2021,2021-10-22,FALSE,East,45.50341973,-122.4896815,0,"7,692,025","675,915"
2600 BLOCK OF SE 170TH AVE,20-0423,Centennial,0000 - 0200,8,2020,2020-08-07,FALSE,East,45.50349709,-122.4872731,6,"7,692,643","675,928"
2500 BLOCK OF SE 119TH AVE,22-0293,Powellhurst-Gilbert,1400 - 1600,3,2022,2022-03-10,FALSE,East,45.50371087,-122.5409549,1,"7,678,886","676,349"
2500 BLOCK OF SE 136TH AVE,22-0316,Powellhurst-Gilbert,2200 - 2400,3,2022,2022-03-15,FALSE,East,45.50374092,-122.5237498,6,"7,683,296","676,249"
800 BLOCK OF SW BROADWAY DR,21-0208,Southwest Hills,0200 - 0400,3,2021,2021-03-08,FALSE,Central,45.50380677,-122.68677,6,"7,641,515","677,362"
2600 BLOCK OF SE 50TH AVE,21-1018,Richmond,1000 - 1200,10,2021,2021-10-05,FALSE,East,45.50389738,-122.6109423,0,"7,660,950","676,878"
13200 BLOCK OF SE DIVISION ST,19-0381,Powellhurst-Gilbert,1800 - 2000,11,2019,2019-11-24,FALSE,East,45.50400843,-122.5267831,1,"7,682,521","676,366"
13200 BLOCK OF SE DIVISION ST,20-0047,Powellhurst-Gilbert,0000 - 0200,1,2020,2020-01-27,FALSE,East,45.50400843,-122.5267831,0,"7,682,521","676,366"
13200 BLOCK OF SE DIVISION ST,21-0774,Powellhurst-Gilbert,1200 - 1400,8,2021,2021-08-09,FALSE,East,45.50400843,-122.5267831,1,"7,682,521","676,366"
13200 BLOCK OF SE DIVISION ST,21-1126,Powellhurst-Gilbert,0000 - 0200,11,2021,2021-11-06,FALSE,East,45.50400843,-122.5267831,2,"7,682,521","676,366"
2500 BLOCK OF SE 92ND AVE,21-0348,Powellhurst-Gilbert,0000 - 0200,4,2021,2021-04-28,FALSE,East,45.50401597,-122.5686833,0,"7,671,782","676,641"
13400 BLOCK OF SE DIVISION ST,20-0254,Powellhurst-Gilbert,0600 - 0800,6,2020,2020-06-22,FALSE,East,45.50401902,-122.5250941,0,"7,682,954","676,359"
13400 BLOCK OF SE DIVISION ST,21-0254,Powellhurst-Gilbert,0000 - 0200,3,2021,2021-03-26,TRUE,East,45.50401902,-122.5250941,6,"7,682,954","676,359"
3800 BLOCK OF SE IVON ST,20-0106,Richmond,0400 - 0600,3,2020,2020-03-12,FALSE,Central,45.50402932,-122.6234328,14,"7,657,750","677,010"
12500 BLOCK OF SE DIVISION ST,19-0265,Powellhurst-Gilbert,2200 - 2400,8,2019,2019-08-21,FALSE,East,45.50403376,-122.5341971,0,"7,680,621","676,423"
12500 BLOCK OF SE DIVISION ST,21-1173,Powellhurst-Gilbert,0200 - 0400,11,2021,2021-11-20,FALSE,East,45.50403376,-122.5341971,7,"7,680,621","676,423"
12500 BLOCK OF SE DIVISION ST,22-0204,Powellhurst-Gilbert,0200 - 0400,2,2022,2022-02-19,TRUE,East,45.50403376,-122.5341971,1,"7,680,621","676,423"
12300 BLOCK OF SE DIVISION ST,19-0172,Powellhurst-Gilbert,0200 - 0400,6,2019,2019-06-05,FALSE,East,45.50404919,-122.5361134,1,"7,680,130","676,441"
2500 BLOCK OF SE 167TH AVE,20-0674,Centennial,1200 - 1400,10,2020,2020-10-17,TRUE,East,45.5040633,-122.491015,12,"7,691,689","676,158"
14100 BLOCK OF SE DIVISION ST,19-0105,Powellhurst-Gilbert,1800 - 2000,4,2019,2019-04-11,FALSE,East,45.50406926,-122.5178739,8,"7,684,805","676,331"
SE DIVISION ST / SE 125TH AVE,20-0571,Mill Park,2200 - 2400,9,2020,2020-09-16,FALSE,East,45.50407858,-122.5347645,1,"7,680,476","676,443"
SE DIVISION ST / SE 125TH AVE,20-0643,Mill Park,2200 - 2400,10,2020,2020-10-09,FALSE,East,45.50407858,-122.5347645,3,"7,680,476","676,443"
SE DIVISION ST / SE 125TH AVE,21-0466,Mill Park,1600 - 1800,6,2021,2021-06-02,FALSE,East,45.50407858,-122.5347645,10,"7,680,476","676,443"
14200 BLOCK OF SE DIVISION ST,21-0015,Centennial,0000 - 0200,1,2021,2021-01-01,FALSE,East,45.504085,-122.5165089,0,"7,685,155","676,328"
SE DIVISION ST / SE 124TH AVE,19-0257,Powellhurst-Gilbert,2200 - 2400,8,2019,2019-08-12,TRUE,East,45.50409122,-122.5355999,0,"7,680,262","676,453"
SE DIVISION ST / SE 122ND AVE,21-0200,Mill Park,2200 - 2400,3,2021,2021-03-05,FALSE,East,45.50409269,-122.5376834,0,"7,679,728","676,467"
14300 BLOCK OF SE DIVISION ST,21-0058,Centennial,0200 - 0400,1,2021,2021-01-17,TRUE,East,45.50410545,-122.515187,4,"7,685,494","676,327"
12900 BLOCK OF SE DIVISION ST,19-0317,Mill Park,0800 - 1000,9,2019,2019-09-29,FALSE,East,45.50410587,-122.5305868,0,"7,681,547","676,426"
13600 BLOCK OF SE DIVISION ST,21-0955,Hazelwood,0400 - 0600,9,2021,2021-09-25,FALSE,East,45.50411827,-122.5235096,4,"7,683,361","676,385"
11200 BLOCK OF SE DIVISION ST,22-0327,Powellhurst-Gilbert,0000 - 0200,3,2022,2022-03-18,FALSE,East,45.50414599,-122.547338,4,"7,677,254","676,549"
SE 117TH AVE / SE DIVISION ST,22-0236,Mill Park,0200 - 0400,2,2022,2022-02-26,TRUE,East,45.50414953,-122.5428239,32,"7,678,411","676,521"
2500 BLOCK OF SE 174TH AVE,22-0244,Centennial,0200 - 0400,3,2022,2022-03-01,FALSE,East,45.50415556,-122.4847327,9,"7,693,300","676,152"
14100 BLOCK OF SE DIVISION ST,21-1314,Hazelwood,2000 - 2200,12,2021,2021-12-26,FALSE,East,45.50415706,-122.5178731,3,"7,684,806","676,363"
SE DIVISION ST / SE 145TH AVE,21-0830,Centennial,0800 - 1000,8,2021,2021-08-25,FALSE,East,45.50416633,-122.5139055,3,"7,685,823","676,341"
SE DIVISION ST / SE 145TH AVE,22-0375,Centennial,0200 - 0400,3,2022,2022-03-27,FALSE,East,45.50416908,-122.5139056,11,"7,685,823","676,342"
14700 BLOCK OF SE DIVISION ST,19-0173,Centennial,1200 - 1400,6,2019,2019-06-05,TRUE,East,45.5041707,-122.5111511,1,"7,686,529","676,325"
14700 BLOCK OF SE DIVISION ST,20-0041,Centennial,1600 - 1800,1,2020,2020-01-23,FALSE,East,45.5041707,-122.5111511,1,"7,686,529","676,325"
14700 BLOCK OF SE DIVISION ST,20-0567,Centennial,0000 - 0200,9,2020,2020-09-16,FALSE,East,45.5041707,-122.5111511,0,"7,686,529","676,325"
14700 BLOCK OF SE DIVISION ST,20-0701,Centennial,1800 - 2000,10,2020,2020-10-24,FALSE,East,45.5041707,-122.5111511,1,"7,686,529","676,325"
SE DIVISION ST / SE 112TH AVE,21-0369,Mill Park,2000 - 2200,5,2021,2021-05-06,FALSE,East,45.50419435,-122.5480109,13,"7,677,082","676,571"
SE DIVISION ST / SE 109TH AVE,21-1138,Powellhurst-Gilbert,0200 - 0400,11,2021,2021-11-09,FALSE,East,45.50422541,-122.551344,0,"7,676,228","676,604"
11200 BLOCK OF SE DIVISION ST,19-0054,Mill Park,0000 - 0200,2,2019,2019-02-18,TRUE,East,45.5042338,-122.5473373,0,"7,677,255","676,581"
11200 BLOCK OF SE DIVISION ST,19-0352,Mill Park,0200 - 0400,11,2019,2019-11-01,FALSE,East,45.5042338,-122.5473373,11,"7,677,255","676,581"
11200 BLOCK OF SE DIVISION ST,20-0005,Mill Park,0200 - 0400,1,2020,2020-01-01,FALSE,East,45.5042338,-122.5473373,38,"7,677,255","676,581"
11200 BLOCK OF SE DIVISION ST,22-0177,Mill Park,0200 - 0400,2,2022,2022-02-14,TRUE,East,45.5042338,-122.5473373,10,"7,677,255","676,581"
SE DIVISION ST / SE 106TH AVE,20-0125,Hazelwood,1600 - 1800,4,2020,2020-04-02,FALSE,East,45.50424739,-122.553799,8,"7,675,599","676,628"
10500 BLOCK OF SE DIVISION ST,22-0077,Hazelwood,0200 - 0400,1,2022,2022-01-25,FALSE,East,45.50429918,-122.5550455,1,"7,675,280","676,655"
15200 BLOCK OF SE DIVISION ST,20-0457,Centennial,1800 - 2000,8,2020,2020-08-24,FALSE,East,45.50432648,-122.5064786,0,"7,687,728","676,352"
15500 BLOCK OF SE DIVISION ST,20-0415,Centennial,2200 - 2400,8,2020,2020-08-06,FALSE,East,45.50433055,-122.5034159,0,"7,688,513","676,334"
SE DIVISION ST / SE 98TH AVE,22-0364,Hazelwood,1400 - 1600,3,2022,2022-03-24,FALSE,East,45.50437269,-122.5627306,7,"7,673,311","676,732"
NB I205 FWY AT / SE DIVISION ST,20-0070,Powellhurst-Gilbert,0000 - 0200,2,2020,2020-02-09,FALSE,East,45.50439287,-122.5651192,0,"7,672,699","676,755"
SE DIVISION ST / I205 FWY NB,19-0419,Powellhurst-Gilbert,1000 - 1200,12,2019,2019-12-26,TRUE,East,45.50440637,-122.5651314,0,"7,672,696","676,760"
9400 BLOCK OF SE DIVISION ST,20-0161,Powellhurst-Gilbert,0000 - 0200,4,2020,2020-04-24,FALSE,East,45.50441158,-122.5669771,4,"7,672,223","676,774"
9400 BLOCK OF SE DIVISION ST,21-0420,Powellhurst-Gilbert,2000 - 2200,5,2021,2021-05-19,FALSE,East,45.50441158,-122.5669771,11,"7,672,223","676,774"
15500 BLOCK OF SE DIVISION ST,20-0149,Centennial,0000 - 0200,4,2020,2020-04-14,FALSE,East,45.50441823,-122.5034229,3,"7,688,512","676,366"
SE DIVISION ST / I205 FWY SB,20-0667,Montavilla,0600 - 0800,10,2020,2020-10-12,FALSE,East,45.5044196,-122.5654635,0,"7,672,611","676,767"
9200 BLOCK OF SE DIVISION ST,21-0347,Powellhurst-Gilbert,0000 - 0200,4,2021,2021-04-28,FALSE,East,45.50442561,-122.5680272,1,"7,671,954","676,786"
9200 BLOCK OF SE DIVISION ST,21-0650,Powellhurst-Gilbert,0600 - 0800,7,2021,2021-07-17,FALSE,East,45.50442561,-122.5680272,0,"7,671,954","676,786"
9200 BLOCK OF SE DIVISION ST,22-0284,Powellhurst-Gilbert,0000 - 0200,3,2022,2022-03-07,FALSE,East,45.50442561,-122.5680272,0,"7,671,954","676,786"
15800 BLOCK OF SE DIVISION ST,20-0345,Centennial,1600 - 1800,7,2020,2020-07-25,TRUE,East,45.50443186,-122.4998066,0,"7,689,439","676,348"
2500 BLOCK OF SE CESAR E CHAVEZ BLVD,19-0158,Richmond,0200 - 0400,5,2019,2019-05-25,FALSE,Central,45.50443277,-122.6226832,4,"7,657,946","677,152"
SE DIVISION ST / SE 157TH AVE,19-0166,Centennial,0200 - 0400,6,2019,2019-06-01,FALSE,East,45.5044369,-122.5017225,3,"7,688,948","676,362"
2400 BLOCK OF SE 135TH AVE,22-0292,Hazelwood,2200 - 2400,3,2022,2022-03-09,FALSE,East,45.50446574,-122.5248096,0,"7,683,031","676,520"
SE DIVISION ST / SE 92ND AVE,21-0599,Montavilla,2000 - 2200,7,2021,2021-07-05,FALSE,East,45.5044723,-122.5686336,6,"7,671,799","676,807"
SE DIVISION ST / SE 160TH AVE,20-0658,Centennial,1200 - 1400,10,2020,2020-10-11,FALSE,East,45.50450526,-122.498584,1,"7,689,753","676,367"
9100 BLOCK OF SE DIVISION ST,20-0388,Montavilla,0200 - 0400,8,2020,2020-08-05,TRUE,East,45.50452722,-122.5690882,0,"7,671,683","676,830"
9100 BLOCK OF SE DIVISION ST,22-0206,Montavilla,1800 - 2000,2,2022,2022-02-19,FALSE,East,45.50452722,-122.5690882,8,"7,671,683","676,830"
16200 BLOCK OF SE DIVISION ST,20-0957,Centennial,2200 - 2400,7,2020,2020-07-28,TRUE,East,45.50453003,-122.4962127,0,"7,690,361","676,361"
17400 BLOCK OF SE DIVISION ST,20-0193,Centennial,1200 - 1400,5,2020,2020-05-15,FALSE,East,45.50454359,-122.4840284,2,"7,693,484","676,289"
17200 BLOCK OF SE DIVISION ST,21-1119,Centennial,2200 - 2400,11,2021,2021-11-04,FALSE,East,45.50454954,-122.4855893,6,"7,693,084","676,301"
2400 BLOCK OF SE 142ND AVE,21-0267,Hazelwood,0000 - 0200,3,2021,2021-03-29,FALSE,East,45.50455887,-122.5173334,3,"7,684,948","676,506"
SE DIVISION ST / SE 87TH AVE,21-0815,Montavilla,1800 - 2000,8,2021,2021-08-21,FALSE,East,45.50456011,-122.5733501,25,"7,670,591","676,870"
SE DIVISION ST / SE 162ND AVE,21-0583,Centennial,0200 - 0400,7,2021,2021-07-03,FALSE,East,45.5045722,-122.4966278,0,"7,690,255","676,379"
SE DIVISION ST / SE 162ND AVE,22-0057,Centennial,1800 - 2000,1,2022,2022-01-18,FALSE,East,45.50457227,-122.4966239,0,"7,690,256","676,379"
8400 BLOCK OF SE DIVISION ST,19-0409,Powellhurst-Gilbert,1400 - 1600,12,2019,2019-12-17,FALSE,East,45.50457563,-122.5761365,15,"7,669,877","676,894"
SE 174TH AVE / SE DIVISION ST,21-0701,Centennial,0200 - 0400,7,2021,2021-07-29,FALSE,East,45.50458999,-122.4846777,0,"7,693,318","676,310"
SE 174TH AVE / SE DIVISION ST,22-0001,Centennial,0200 - 0400,1,2022,2022-01-01,FALSE,East,45.5045928,-122.4846739,90,"7,693,319","676,311"
2500 BLOCK OF SE 50TH AVE,21-0757,Richmond,2000 - 2200,8,2021,2021-08-09,FALSE,East,45.50459429,-122.6109409,1,"7,660,957","677,132"
2400 BLOCK OF SE 112TH AVE,20-0401,Mill Park,2200 - 2400,8,2020,2020-08-07,FALSE,East,45.50459879,-122.5479474,1,"7,677,102","676,718"
16100 BLOCK OF SE DIVISION ST,21-1130,Centennial,0000 - 0200,10,2021,2021-10-21,FALSE,East,45.50460388,-122.4970152,0,"7,690,156","676,393"
8600 BLOCK OF SE DIVISION ST,22-0036,Montavilla,0400 - 0600,1,2022,2022-01-12,FALSE,East,45.50461571,-122.5739179,0,"7,670,446","676,894"
16200 BLOCK OF SE DIVISION ST,21-1062,Centennial,2000 - 2200,10,2021,2021-10-22,FALSE,East,45.50461784,-122.4962119,19,"7,690,362","676,393"
16300 BLOCK OF SE DIVISION ST,22-0020,Centennial,0800 - 1000,1,2022,2022-01-07,TRUE,East,45.50461863,-122.495377,0,"7,690,576","676,388"
16400 BLOCK OF SE DIVISION ST,21-0972,Centennial,1800 - 2000,9,2021,2021-09-30,FALSE,East,45.50462046,-122.4943236,1,"7,690,846","676,382"
16400 BLOCK OF SE DIVISION ST,22-0262,Centennial,1800 - 2000,3,2022,2022-03-03,FALSE,East,45.50462046,-122.4943236,3,"7,690,846","676,382"
8300 BLOCK OF SE DIVISION ST,19-0214,Powellhurst-Gilbert,1400 - 1600,7,2019,2019-07-14,FALSE,East,45.50462086,-122.5771253,1,"7,669,624","676,917"
16600 BLOCK OF SE DIVISION ST,20-0605,Centennial,2000 - 2200,9,2020,2020-09-26,FALSE,East,45.50462507,-122.4920023,10,"7,691,441","676,369"
16700 BLOCK OF SE DIVISION ST,21-0005,Centennial,1000 - 1200,1,2021,2021-01-02,FALSE,East,45.50462556,-122.4900749,0,"7,691,935","676,357"
16900 BLOCK OF SE DIVISION ST,19-0288,Centennial,0600 - 0800,9,2019,2019-09-01,FALSE,East,45.5046268,-122.4890527,1,"7,692,197","676,351"
16900 BLOCK OF SE DIVISION ST,20-0834,Centennial,0200 - 0400,12,2020,2020-12-06,FALSE,East,45.50462856,-122.4884753,13,"7,692,345","676,348"
16900 BLOCK OF SE DIVISION ST,21-0403,Centennial,0200 - 0400,5,2021,2021-05-16,FALSE,East,45.50462856,-122.4884753,10,"7,692,345","676,348"
16900 BLOCK OF SE DIVISION ST,21-0504,Centennial,0000 - 0200,6,2021,2021-06-12,TRUE,East,45.50462856,-122.4884753,0,"7,692,345","676,348"
17100 BLOCK OF SE DIVISION ST,21-0652,Centennial,0200 - 0400,7,2021,2021-07-16,FALSE,East,45.50463773,-122.486201,1,"7,692,928","676,337"
SE DIVISION ST / SE 32ND AVE,21-0535,Richmond,0000 - 0200,6,2021,2021-06-21,FALSE,Central,45.50479494,-122.6326073,6,"7,655,406","677,351"
SE 82ND AVE / SE DIVISION ST,20-0858,Montavilla,0200 - 0400,12,2020,2020-12-12,TRUE,East,45.50483132,-122.5786859,11,"7,669,226","677,004"
8100 BLOCK OF SE DIVISION ST,19-0120,South Tabor,0400 - 0600,4,2019,2019-04-27,FALSE,East,45.50488148,-122.5792496,10,"7,669,082","677,026"
SE 4TH AVE / SE DIVISION PL,21-0685,Hosford-Abernethy,1400 - 1600,7,2021,2021-07-25,FALSE,Central,45.50489541,-122.6618711,1,"7,647,907","677,587"
2400 BLOCK OF SE 171ST AVE,21-1199,Centennial,1400 - 1600,11,2021,2021-11-21,TRUE,East,45.50499359,-122.4865646,3,"7,692,838","676,469"
S SHERIDAN ST / S WATER AVE,21-0004,South Portland,0600 - 0800,1,2021,2021-01-02,FALSE,Central,45.50500628,-122.6757621,1,"7,644,348","677,723"
SE 148TH AVE / SE CARUTHERS ST,21-1141,Centennial,1600 - 1800,11,2021,2021-11-07,TRUE,East,45.50510179,-122.5107783,0,"7,686,633","676,662"
SE 148TH AVE / SE CARUTHERS ST,21-1145,Centennial,2200 - 2400,11,2021,2021-11-10,FALSE,East,45.50510179,-122.5107783,9,"7,686,633","676,662"
16100 BLOCK OF SE CARUTHERS ST,20-0588,Centennial,2000 - 2200,9,2020,2020-09-21,TRUE,East,45.50525525,-122.4969483,1,"7,690,179","676,630"
SE DIVISION ST / SE 48TH AVE,20-0705,Richmond,2000 - 2200,10,2020,2020-10-24,TRUE,East,45.50529504,-122.6129686,9,"7,660,444","677,401"
SE DIVISION ST / SE 51ST AVE,20-0392,Mt Tabor,0200 - 0400,8,2020,2020-08-06,FALSE,East,45.50530824,-122.6100115,6,"7,661,202","677,386"
SE DIVISION ST / SE 66TH AVE,20-0896,Mt Tabor,0400 - 0600,12,2020,2020-12-26,FALSE,East,45.50537248,-122.5955615,6,"7,664,906","677,313"
2300 BLOCK OF SE 143RD AVE,22-0173,Centennial,1200 - 1400,2,2022,2022-02-13,FALSE,East,45.50538659,-122.5156616,15,"7,685,384","676,797"
SE DIVISION ST / SE 77TH AVE,21-0336,Montavilla,1600 - 1800,4,2021,2021-04-24,FALSE,East,45.50539625,-122.583697,9,"7,667,947","677,243"
2300 BLOCK OF SE 154TH AVE,20-0609,Centennial,1600 - 1800,9,2020,2020-09-28,FALSE,East,45.50549577,-122.5050333,4,"7,688,109","676,769"
2300 BLOCK OF SE 152ND AVE,20-0408,Centennial,0000 - 0200,8,2020,2020-08-10,FALSE,East,45.50554529,-122.5070679,1,"7,687,588","676,800"
2300 BLOCK OF SE 141ST AVE,19-0145,Hazelwood,1200 - 1400,5,2019,2019-05-15,FALSE,East,45.50554718,-122.5188589,0,"7,684,566","676,876"
2300 BLOCK OF SE 141ST AVE,19-0444,Hazelwood,1200 - 1400,5,2019,2019-05-15,FALSE,East,45.50554718,-122.5188589,0,"7,684,566","676,876"
2300 BLOCK OF SE 141ST AVE,19-0082,Hazelwood,2000 - 2200,3,2019,2019-03-17,FALSE,East,45.50554773,-122.5189838,1,"7,684,534","676,877"
2300 BLOCK OF SE 145TH AVE,21-0460,Centennial,1600 - 1800,5,2021,2021-05-31,FALSE,East,45.50556611,-122.5138732,0,"7,685,844","676,851"
2300 BLOCK OF SE 130TH AVE,20-0199,Mill Park,0000 - 0200,5,2020,2020-05-20,FALSE,East,45.50561393,-122.5300164,3,"7,681,707","676,972"
11500 BLOCK OF SE SHERMAN CT,21-0443,Mill Park,1600 - 1800,5,2021,2021-05-26,FALSE,East,45.50561812,-122.5441682,0,"7,678,080","677,065"
2300 BLOCK OF SE 113TH AVE,20-0198,Mill Park,1000 - 1200,5,2020,2020-05-18,FALSE,East,45.50568995,-122.5466055,4,"7,677,456","677,107"
2300 BLOCK OF SE 159TH AVE,20-0769,Centennial,0000 - 0200,11,2020,2020-11-18,FALSE,East,45.50572001,-122.4992511,9,"7,689,593","676,814"
2300 BLOCK OF SE 174TH AVE,22-0065,Centennial,0200 - 0400,1,2022,2022-01-22,FALSE,East,45.50576238,-122.484625,0,"7,693,342","676,737"
2300 BLOCK OF SE 121ST AVE,21-0988,Mill Park,0200 - 0400,10,2021,2021-10-03,FALSE,East,45.50578612,-122.5388835,1,"7,679,436","677,092"
12700 BLOCK OF SE SHERMAN ST,21-0277,Mill Park,0000 - 0200,4,2021,2021-04-01,FALSE,East,45.5059321,-122.5321933,1,"7,681,152","677,102"
2200 BLOCK OF SE 162ND AVE,22-0257,Centennial,0000 - 0200,3,2022,2022-03-02,FALSE,East,45.50655209,-122.4966818,3,"7,690,259","677,101"
2200 BLOCK OF SE 84TH AVE,21-1007,Montavilla,1400 - 1600,10,2021,2021-10-09,FALSE,East,45.50669614,-122.5766081,18,"7,669,776","677,670"
2200 BLOCK OF SE 87TH AVE,19-0267,Montavilla,0800 - 1000,8,2019,2019-08-22,FALSE,East,45.50677932,-122.5742817,1,"7,670,373","677,685"
2100 BLOCK OF SE 158TH AVE,20-0246,Centennial,0000 - 0200,6,2020,2020-06-18,FALSE,East,45.50690227,-122.5003657,1,"7,689,318","677,252"
2200 BLOCK OF SE 28TH PL,21-0076,Hosford-Abernethy,2000 - 2200,1,2021,2021-01-25,TRUE,Central,45.50690352,-122.6366626,5,"7,654,387","678,147"
13900 BLOCK OF SE GRANT ST,22-0038,Hazelwood,2000 - 2200,1,2022,2022-01-10,FALSE,East,45.50716191,-122.5203327,9,"7,684,203","677,474"
13900 BLOCK OF SE GRANT ST,22-0069,Hazelwood,2000 - 2200,1,2022,2022-01-23,FALSE,East,45.50716191,-122.5203327,39,"7,684,203","677,474"
2100 BLOCK OF SE 103RD DR,22-0039,Hazelwood,1400 - 1600,1,2022,2022-01-11,TRUE,East,45.50716526,-122.5572445,1,"7,674,743","677,714"
SW ZOO RD / SW SUNSET HWY WB,22-0113,Sylvan-Highlands,1000 - 1200,1,2022,2022-01-28,FALSE,Central,45.50725085,-122.7189231,0,"7,633,309","678,842"
2100 BLOCK OF SE 122ND AVE,20-0475,Mill Park,2200 - 2400,8,2020,2020-08-19,FALSE,East,45.50727117,-122.5376024,0,"7,679,778","677,625"
16200 BLOCK OF SE LINCOLN ST,21-1185,Centennial,2200 - 2400,11,2021,2021-11-25,FALSE,East,45.50736958,-122.496055,5,"7,690,427","677,395"
2100 BLOCK OF SE 154TH AVE,21-0863,Centennial,1200 - 1400,9,2021,2021-09-01,TRUE,East,45.50753994,-122.5050196,1,"7,688,131","677,514"
SE LINCOLN ST / SE 85TH AVE,21-0282,Montavilla,0200 - 0400,4,2021,2021-04-03,FALSE,East,45.50758796,-122.5756887,6,"7,670,020","677,989"
2000 BLOCK OF SE 145TH AVE,21-0373,Centennial,1200 - 1400,5,2021,2021-05-08,FALSE,East,45.50781668,-122.5141364,3,"7,685,797","677,673"
7600 BLOCK OF SE LINCOLN ST,22-0339,Montavilla,0200 - 0400,3,2022,2022-03-20,FALSE,East,45.50793769,-122.5848594,1,"7,667,673","678,177"
SE LINCOLN ST / SE CESAR E CHAVEZ BLVD,21-0681,Richmond,1800 - 2000,7,2021,2021-07-20,FALSE,East,45.50806204,-122.6227135,1,"7,657,973","678,475"
4000 BLOCK OF SW CANYON RD,21-0161,Sylvan-Highlands,1600 - 1800,2,2021,2021-02-25,FALSE,Central,45.50808193,-122.7185107,2,"7,633,423","679,142"
SE LINCOLN ST / SE 145TH AVE,21-0521,Centennial,1000 - 1200,6,2021,2021-06-17,FALSE,East,45.50809751,-122.51408,1,"7,685,814","677,775"
SE 152ND AVE / SE LINCOLN ST,22-0340,Centennial,0000 - 0200,3,2022,2022-03-20,FALSE,East,45.5081089,-122.5070024,1,"7,687,628","677,734"
SE CYPRESS AVE / SE HARRISON ST,20-0735,Hosford-Abernethy,0600 - 0800,11,2020,2020-11-02,FALSE,Central,45.50819509,-122.6472936,2,"7,651,675","678,690"
2000 BLOCK OF SE 113TH AVE,19-0046,Mill Park,0200 - 0400,2,2019,2019-02-15,FALSE,East,45.50830685,-122.5467857,3,"7,677,434","678,062"
2000 BLOCK OF SE 143RD AVE,22-0126,Centennial,2000 - 2200,2,2022,2022-02-02,FALSE,East,45.50831384,-122.515668,0,"7,685,409","677,864"
2000 BLOCK OF SE 41ST AVE,21-0680,Richmond,0000 - 0200,7,2021,2021-07-25,FALSE,East,45.5084033,-122.6202796,0,"7,658,600","678,583"
15200 BLOCK OF SE HARRISON ST,21-0623,Centennial,0000 - 0200,7,2021,2021-07-11,FALSE,East,45.50875714,-122.5064868,0,"7,687,766","677,967"
4700 BLOCK OF SE HARRISON ST,21-0696,Richmond,0200 - 0400,7,2021,2021-07-21,FALSE,East,45.50879754,-122.6136257,0,"7,660,309","678,682"
SE HARRISON ST / SE 152ND AVE,20-0139,Centennial,1200 - 1400,4,2020,2020-04-10,FALSE,East,45.50881772,-122.5069455,4,"7,687,649","677,992"
14000 BLOCK OF SE HARRISON ST,20-0124,Hazelwood,1200 - 1400,4,2020,2020-04-02,FALSE,East,45.50885616,-122.5193121,1,"7,684,480","678,085"
15100 BLOCK OF SE HARRISON ST,20-0093,Centennial,2000 - 2200,2,2020,2020-02-27,FALSE,East,45.50890754,-122.5071438,3,"7,687,599","678,026"
1900 BLOCK OF SE 151ST AVE,20-0129,Centennial,0200 - 0400,4,2020,2020-04-06,FALSE,East,45.5091026,-122.5075994,2,"7,687,484","678,100"
1900 BLOCK OF SW 5TH AVE,21-0540,Downtown,1600 - 1800,6,2021,2021-06-20,FALSE,Central,45.50912348,-122.6827604,1,"7,642,595","679,272"
17000 BLOCK OF SE STEPHENS ST,20-0094,Centennial,1400 - 1600,2,2020,2020-02-29,TRUE,East,45.50916883,-122.4872218,1,"7,692,707","677,995"
1900 BLOCK OF SE 122ND AVE,21-0853,Mill Park,2000 - 2200,8,2021,2021-08-31,FALSE,East,45.50918378,-122.5377373,0,"7,679,761","678,323"
400 BLOCK OF SW COLLEGE ST,19-0117,Downtown,0000 - 0200,4,2019,2019-04-26,FALSE,Central,45.50929161,-122.6821425,1,"7,642,755","679,329"
1900 BLOCK OF SE 122ND AVE,19-0312,Mill Park,0400 - 0600,9,2019,2019-09-22,FALSE,East,45.50941697,-122.5377379,7,"7,679,763","678,408"
1900 BLOCK OF SE 106TH AVE,22-0378,Hazelwood,1400 - 1600,3,2022,2022-03-27,FALSE,East,45.50944215,-122.5537332,1,"7,675,664","678,521"
1900 BLOCK OF SE 135TH AVE,21-0671,Hazelwood,0000 - 0200,7,2021,2021-07-21,FALSE,East,45.50950139,-122.5247394,41,"7,683,095","678,355"
1800 BLOCK OF SE 162ND AVE,20-0648,Centennial,0200 - 0400,10,2020,2020-10-11,FALSE,East,45.50953201,-122.4964978,12,"7,690,333","678,186"
1800 BLOCK OF SE 52ND AVE,20-0430,Mt Tabor,2000 - 2200,8,2020,2020-08-14,FALSE,East,45.50967035,-122.6089795,1,"7,661,508","678,969"
1800 BLOCK OF SE 150TH AVE,20-0098,Centennial,2000 - 2200,2,2020,2020-02-28,FALSE,East,45.50988384,-122.5085791,1,"7,687,240","678,391"
1800 BLOCK OF SE 135TH AVE,20-0570,Hazelwood,2200 - 2400,9,2020,2020-09-16,FALSE,East,45.50996832,-122.5248653,19,"7,683,067","678,526"
