Block Address,Incident Number,Neighborhood,Occur 2hr Time,Occur Month,Occur Year,Occurence Date,Person Injury,Precinct,Open Data Latitude,Open Data Longitude,CasingsRecovered,X,Y
3200 BLOCK OF SE 92ND AVE,22-0285,Powellhurst-Gilbert,1600 - 1800,3,2022,3/8/2022,True,East,45.498910466,-122.568208704,1,"7,671,856","674,777"
3200 BLOCK OF SE 136TH AVE,19-0222,Powellhurst-Gilbert,2200 - 2400,7,2019,7/21/2019,False,East,45.498911458,-122.523484103,13,"7,683,320","674,487"
3200 BLOCK OF SE 136TH AVE,19-0259,Powellhurst-Gilbert,0400 - 0600,8,2019,8/14/2019,True,East,45.498911458,-122.523484103,3,"7,683,320","674,487"
3200 BLOCK OF SE 136TH AVE,21-0009,Powellhurst-Gilbert,1600 - 1800,1,2021,1/3/2021,True,East,45.498911458,-122.523484103,62,"7,683,320","674,487"
SE 143RD AVE / SE POWELL BLVD,21-0789,Centennial,0000 - 0200,8,2021,8/16/2021,False,East,45.499098831,-122.516417734,6,"7,685,133","674,510"
8200 BLOCK OF SE KELLY ST,21-0225,Powellhurst-Gilbert,2200 - 2400,3,2021,3/11/2021,True,East,45.499126256,-122.578141621,17,"7,669,312","674,921"
3100 BLOCK OF SE 134TH AVE,21-0323,Powellhurst-Gilbert,0200 - 0400,4,2021,4/20/2021,False,East,45.499159103,-122.525310932,1,"7,682,854","674,589"
14300 BLOCK OF SE POWELL BLVD,20-0600,Centennial,0400 - 0600,9,2020,9/25/2020,False,East,45.499196660,-122.514751452,2,"7,685,561","674,535"
3100 BLOCK OF SE 92ND AVE,19-0209,Powellhurst-Gilbert,1400 - 1600,7,2019,7/10/2019,True,East,45.499211779,-122.568083128,0,"7,671,891","674,886"
3100 BLOCK OF SE 92ND AVE,19-0239,Powellhurst-Gilbert,1600 - 1800,8,2019,8/1/2019,True,East,45.499211779,-122.568083128,0,"7,671,891","674,886"
3200 BLOCK OF SE 68TH AVE,20-0468,South Tabor,1800 - 2000,8,2020,8/25/2020,False,East,45.499219811,-122.593235590,0,"7,665,444","675,055"
3200 BLOCK OF SE 50TH AVE,21-1014,Richmond,0000 - 0200,10,2021,10/5/2021,False,East,45.499257098,-122.611284865,0,"7,660,818","675,189"
3300 BLOCK OF SE MILWAUKIE AVE,21-0156,Brooklyn,1800 - 2000,2,2021,2/23/2021,False,Central,45.499259706,-122.654142325,8,"7,649,833","675,480"
3200 BLOCK OF SE 36TH AVE,21-0214,Richmond,0800 - 1000,3,2021,3/9/2021,False,Central,45.499440962,-122.626156180,0,"7,657,008","675,356"
3100 BLOCK OF SE 140TH AVE,20-0515,Powellhurst-Gilbert,1200 - 1400,9,2020,9/4/2020,False,East,45.499482657,-122.519244208,15,"7,684,412","674,668"
3100 BLOCK OF SE 136TH AVE,21-0044,Powellhurst-Gilbert,0000 - 0200,1,2021,1/14/2021,False,East,45.499512263,-122.523485999,4,"7,683,325","674,706"
3100 BLOCK OF SE 136TH AVE,22-0053,Powellhurst-Gilbert,2000 - 2200,1,2022,1/17/2022,False,East,45.499512263,-122.523485999,3,"7,683,325","674,706"
3100 BLOCK OF SE 136TH AVE,22-0157,Powellhurst-Gilbert,2200 - 2400,2,2022,2/8/2022,False,East,45.499512263,-122.523485999,0,"7,683,325","674,706"
3100 BLOCK OF SE 136TH AVE,20-0320,Powellhurst-Gilbert,2200 - 2400,7,2020,7/12/2020,True,East,45.499512807,-122.523610861,1,"7,683,293","674,707"
3100 BLOCK OF SE 138TH AVE,20-0838,Powellhurst-Gilbert,2000 - 2200,12,2020,12/6/2020,False,East,45.499542890,-122.521434992,11,"7,683,851","674,704"
SE KELLY ST / SE 50TH AVE,21-0991,Richmond,0000 - 0200,10,2021,10/5/2021,False,East,45.499598886,-122.611348287,5,"7,660,805","675,314"
3100 BLOCK OF SE 165TH AVE,21-1006,Centennial,2000 - 2200,10,2021,10/9/2021,False,East,45.499713823,-122.493761207,36,"7,690,946","674,590"
3100 BLOCK OF SE 79TH AVE,21-0923,South Tabor,2200 - 2400,9,2021,9/19/2021,False,East,45.499715090,-122.581986545,3,"7,668,332","675,161"
3000 BLOCK OF SE 92ND AVE,21-0825,Powellhurst-Gilbert,1400 - 1600,8,2021,8/24/2021,True,East,45.499991361,-122.568060793,0,"7,671,904","675,170"
3100 BLOCK OF SW SAM JACKSON PARK RD,21-0354,Homestead,0400 - 0600,5,2021,5/1/2021,True,East,45.499996535,-122.684855897,0,"7,641,968","675,960"
3100 BLOCK OF SW SAM JACKSON PARK RD,22-0054,Homestead,1400 - 1600,1,2022,1/16/2022,True,East,45.499996535,-122.684855897,0,"7,641,968","675,960"
3000 BLOCK OF SE 136TH AVE,20-0842,Powellhurst-Gilbert,0600 - 0800,12,2020,12/7/2020,False,East,45.500033555,-122.523485062,0,"7,683,330","674,896"
3000 BLOCK OF SE 136TH AVE,19-0223,Powellhurst-Gilbert,0000 - 0200,7,2019,7/22/2019,False,East,45.500034098,-122.523609925,12,"7,683,298","674,897"
SE 82ND AVE / SE TIBBETTS ST,21-0296,Powellhurst-Gilbert,1200 - 1400,4,2021,4/10/2021,False,East,45.500035159,-122.578705468,0,"7,669,176","675,256"
3000 BLOCK OF SE 169TH AVE,20-0943,Centennial,1200 - 1400,10,2020,10/17/2020,False,East,45.500212877,-122.488870844,0,"7,692,204","674,741"
3000 BLOCK OF SE 82ND AVE,21-0271,Powellhurst-Gilbert,2200 - 2400,3,2021,3/26/2021,False,East,45.500272505,-122.578628322,5,"7,669,198","675,342"
8300 BLOCK OF SE BROOKLYN ST,21-0675,Powellhurst-Gilbert,0800 - 1000,7,2021,7/24/2021,False,East,45.500461300,-122.576836659,0,"7,669,659","675,399"
3000 BLOCK OF SW 10TH AVE,19-0108,Homestead,0800 - 1000,4,2019,4/15/2019,False,Central,45.500553564,-122.690039145,0,"7,640,645","676,199"
3000 BLOCK OF SE 171ST DR,20-0290,Centennial,0000 - 0200,7,2020,7/5/2020,False,East,45.500560561,-122.486694357,0,"7,692,765","674,854"
3100 BLOCK OF SE MCLOUGHLIN BLVD,21-0086,Brooklyn,0800 - 1000,1,2021,1/28/2021,False,Central,45.500622014,-122.660346765,0,"7,648,256","676,019"
SE 67TH AVE / SE BROOKLYN ST,21-0299,South Tabor,0200 - 0400,4,2021,4/12/2021,False,East,45.500659253,-122.594642453,1,"7,665,097","675,589"
2900 BLOCK OF SE 118TH AVE,21-0603,Powellhurst-Gilbert,1600 - 1800,7,2021,7/4/2021,False,East,45.500694527,-122.542254923,3,"7,678,525","675,258"
2900 BLOCK OF SE 92ND AVE,19-0341,Powellhurst-Gilbert,0200 - 0400,10,2019,10/24/2019,False,East,45.500756606,-122.568225205,1,"7,671,869","675,450"
15100 BLOCK OF SE WOODWARD ST,21-1183,Centennial,1600 - 1800,11,2021,11/24/2021,False,East,45.500812834,-122.507216653,0,"7,687,507","675,076"
12100 BLOCK OF SE WOODWARD PL,20-0676,Powellhurst-Gilbert,2000 - 2200,10,2020,10/17/2020,False,East,45.500835167,-122.538198584,0,"7,679,566","675,283"
3000 BLOCK OF SE 18TH AVE,20-0518,Hosford-Abernethy,0000 - 0200,9,2020,9/5/2020,False,Central,45.500990149,-122.647739122,0,"7,651,491","676,067"
2900 BLOCK OF SE 64TH AVE,21-0884,South Tabor,0200 - 0400,9,2021,9/7/2021,True,East,45.501058959,-122.597996896,0,"7,664,241","675,757"
3700 BLOCK OF SE BROOKLYN ST,21-0235,Richmond,1000 - 1200,3,2021,3/3/2021,False,Central,45.501176625,-122.624434233,0,"7,657,466","675,977"
3000 BLOCK OF SE 9TH AVE,20-0557,Brooklyn,0000 - 0200,9,2020,9/14/2020,True,Central,45.501236374,-122.656854778,5,"7,649,157","676,219"
2800 BLOCK OF SE 145TH AVE,19-0314,Centennial,2200 - 2400,9,2019,9/23/2019,False,East,45.501337441,-122.513766194,1,"7,685,833","675,309"
SE 62ND AVE / SE WOODWARD ST,19-0229,South Tabor,2200 - 2400,7,2019,7/25/2019,False,East,45.501432898,-122.599454281,3,"7,663,871","675,903"
2800 BLOCK OF SE 122ND AVE,21-0270,Powellhurst-Gilbert,1000 - 1200,3,2021,3/29/2021,False,East,45.501446555,-122.537604089,0,"7,679,724","675,502"
5400 BLOCK OF SE WOODWARD ST,21-0869,South Tabor,2200 - 2400,9,2021,9/3/2021,False,East,45.501459330,-122.606552191,4,"7,662,052","675,960"
2800 BLOCK OF SE 125TH AVE,21-0049,Powellhurst-Gilbert,0000 - 0200,1,2021,1/15/2021,False,East,45.501592007,-122.534815844,24,"7,680,440","675,537"
SE TAGGART ST / SE 148TH AVE,22-0335,Centennial,1200 - 1400,3,2022,3/19/2022,True,East,45.501628894,-122.510440781,55,"7,686,688","675,394"
2800 BLOCK OF SE 136TH PL,21-0598,Powellhurst-Gilbert,2200 - 2400,7,2021,7/4/2021,False,East,45.501704518,-122.522854027,0,"7,683,507","675,501"
12600 BLOCK OF SE TAGGART ST,21-0405,Powellhurst-Gilbert,1600 - 1800,5,2021,5/16/2021,True,East,45.501749632,-122.532886351,5,"7,680,936","675,582"
SE 125TH AVE / SE TAGGART ST,21-1212,Powellhurst-Gilbert,2000 - 2200,12,2021,12/1/2021,False,East,45.501804301,-122.534757124,7,"7,680,457","675,614"
10000 BLOCK OF SE HULT ST,20-0456,Powellhurst-Gilbert,1400 - 1600,8,2020,8/24/2020,False,East,45.501930869,-122.560133249,1,"7,673,954","675,825"
9800 BLOCK OF SE HULT ST,22-0392,Powellhurst-Gilbert,1600 - 1800,3,2022,3/30/2022,True,East,45.501960863,-122.562284085,6,"7,673,403","675,850"
8000 BLOCK OF SE TAGGART ST,19-0189,South Tabor,0000 - 0200,6,2019,6/19/2019,False,East,45.502107342,-122.580330228,7,"7,668,779","676,022"
2700 BLOCK OF SE 136TH AVE,20-0798,Powellhurst-Gilbert,2200 - 2400,11,2020,11/27/2020,False,East,45.502297277,-122.523624229,3,"7,683,315","675,722"
2700 BLOCK OF SE 89TH AVE,19-0406,Powellhurst-Gilbert,0800 - 1000,12,2019,12/15/2019,True,East,45.502299143,-122.571691349,6,"7,670,995","676,035"
2700 BLOCK OF SE 89TH AVE,22-0048,Powellhurst-Gilbert,1800 - 2000,1,2022,1/14/2022,False,East,45.502299635,-122.571816217,2,"7,670,963","676,036"
SE CLINTON ST / SE 122ND AVE,21-0160,Powellhurst-Gilbert,1600 - 1800,2,2021,2/24/2021,False,East,45.502309467,-122.537677961,0,"7,679,713","675,817"
SE CLINTON ST / SE 122ND AVE,21-1347,Powellhurst-Gilbert,1600 - 1800,3,2021,3/12/2021,False,East,45.502309467,-122.537677961,0,"7,679,713","675,817"
SE 120TH AVE / SE CLINTON ST,21-1272,Powellhurst-Gilbert,0200 - 0400,12,2021,12/15/2021,False,East,45.502327348,-122.539762024,2,"7,679,179","675,837"
9200 BLOCK OF SE CLINTON ST,21-0553,Powellhurst-Gilbert,2200 - 2400,6,2021,6/21/2021,False,East,45.502506699,-122.567785626,0,"7,671,998","676,085"
9200 BLOCK OF SE CLINTON ST,21-0706,Powellhurst-Gilbert,2200 - 2400,7,2021,7/29/2021,False,East,45.502588111,-122.567835409,2,"7,671,986","676,115"
SE CLINTON ST / SE 111TH AVE,20-0790,Powellhurst-Gilbert,0400 - 0600,11,2020,11/24/2020,False,East,45.502593612,-122.549310907,3,"7,676,734","675,996"
SE 137TH AVE / SE CLINTON ST,22-0212,Powellhurst-Gilbert,1200 - 1400,2,2022,2/21/2022,False,East,45.502743762,-122.522106828,8,"7,683,708","675,875"
2600 BLOCK OF SE 145TH AVE,20-0089,Centennial,1200 - 1400,2,2020,2/24/2020,False,East,45.502783765,-122.513895502,3,"7,685,813","675,837"
2600 BLOCK OF SE 145TH AVE,21-0737,Centennial,1400 - 1600,8,2021,8/4/2021,True,East,45.502783765,-122.513895502,3,"7,685,813","675,837"
15700 BLOCK OF SE CLINTON ST,21-0544,Centennial,0200 - 0400,6,2021,6/23/2021,False,East,45.502809776,-122.501419322,1,"7,689,011","675,767"
2700 BLOCK OF SE 82ND AVE,21-0471,Powellhurst-Gilbert,0200 - 0400,6,2021,6/3/2021,True,East,45.502835165,-122.578620664,22,"7,669,224","676,276"
2600 BLOCK OF SE 119TH AVE,20-0063,Powellhurst-Gilbert,1600 - 1800,2,2020,2/4/2020,True,East,45.502871454,-122.540948135,0,"7,678,880","676,043"
2700 BLOCK OF SE 84TH AVE,21-0764,Powellhurst-Gilbert,0400 - 0600,8,2021,8/10/2021,False,East,45.503061295,-122.576736646,51,"7,669,709","676,346"
2600 BLOCK OF SE 136TH AVE,21-1312,Powellhurst-Gilbert,0400 - 0600,12,2021,12/29/2021,False,East,45.503068280,-122.523620485,1,"7,683,323","676,003"
2600 BLOCK OF SE 160TH AVE,21-1338,Centennial,0200 - 0400,6,2021,6/23/2021,False,East,45.503113649,-122.498620917,1,"7,689,731","675,860"
2600 BLOCK OF SE 162ND AVE,20-0315,Centennial,1200 - 1400,7,2020,7/11/2020,False,East,45.503199815,-122.496821434,5,"7,690,193","675,880"
8400 BLOCK OF SE CLINTON ST,21-0087,Powellhurst-Gilbert,1800 - 2000,1,2021,1/28/2021,False,East,45.503308154,-122.576133112,5,"7,669,866","676,432"
4600 BLOCK OF SE CLINTON ST,21-0188,Richmond,2200 - 2400,2,2021,2/28/2021,False,East,45.503315236,-122.614549267,0,"7,660,020","676,690"
2500 BLOCK OF SE CLINTON ST,20-0657,Hosford-Abernethy,1800 - 2000,10,2020,10/11/2020,False,Central,45.503334556,-122.640024297,2,"7,653,491","676,869"
2600 BLOCK OF SE 168TH AVE,21-1060,Centennial,0200 - 0400,10,2021,10/22/2021,False,East,45.503419733,-122.489681511,0,"7,692,025","675,915"
2600 BLOCK OF SE 170TH AVE,20-0423,Centennial,0000 - 0200,8,2020,8/7/2020,False,East,45.503497091,-122.487273059,6,"7,692,643","675,928"
2500 BLOCK OF SE 119TH AVE,22-0293,Powellhurst-Gilbert,1400 - 1600,3,2022,3/10/2022,False,East,45.503710865,-122.540954888,1,"7,678,886","676,349"
2500 BLOCK OF SE 136TH AVE,22-0316,Powellhurst-Gilbert,2200 - 2400,3,2022,3/15/2022,False,East,45.503740916,-122.523749793,6,"7,683,296","676,249"
800 BLOCK OF SW BROADWAY DR,21-0208,Southwest Hills,0200 - 0400,3,2021,3/8/2021,False,Central,45.503806769,-122.686769995,6,"7,641,515","677,362"
2600 BLOCK OF SE 50TH AVE,21-1018,Richmond,1000 - 1200,10,2021,10/5/2021,False,East,45.503897381,-122.610942324,0,"7,660,950","676,878"
13200 BLOCK OF SE DIVISION ST,19-0381,Powellhurst-Gilbert,1800 - 2000,11,2019,11/24/2019,False,East,45.504008431,-122.526783093,1,"7,682,521","676,366"
13200 BLOCK OF SE DIVISION ST,20-0047,Powellhurst-Gilbert,0000 - 0200,1,2020,1/27/2020,False,East,45.504008431,-122.526783093,0,"7,682,521","676,366"
13200 BLOCK OF SE DIVISION ST,21-0774,Powellhurst-Gilbert,1200 - 1400,8,2021,8/9/2021,False,East,45.504008431,-122.526783093,1,"7,682,521","676,366"
13200 BLOCK OF SE DIVISION ST,21-1126,Powellhurst-Gilbert,0000 - 0200,11,2021,11/6/2021,False,East,45.504008431,-122.526783093,2,"7,682,521","676,366"
2500 BLOCK OF SE 92ND AVE,21-0348,Powellhurst-Gilbert,0000 - 0200,4,2021,4/28/2021,False,East,45.504015971,-122.568683338,0,"7,671,782","676,641"
13400 BLOCK OF SE DIVISION ST,20-0254,Powellhurst-Gilbert,0600 - 0800,6,2020,6/22/2020,False,East,45.504019015,-122.525094062,0,"7,682,954","676,359"
13400 BLOCK OF SE DIVISION ST,21-0254,Powellhurst-Gilbert,0000 - 0200,3,2021,3/26/2021,True,East,45.504019015,-122.525094062,6,"7,682,954","676,359"
3800 BLOCK OF SE IVON ST,20-0106,Richmond,0400 - 0600,3,2020,3/12/2020,False,Central,45.504029320,-122.623432834,14,"7,657,750","677,010"
12500 BLOCK OF SE DIVISION ST,19-0265,Powellhurst-Gilbert,2200 - 2400,8,2019,8/21/2019,False,East,45.504033759,-122.534197122,0,"7,680,621","676,423"
12500 BLOCK OF SE DIVISION ST,21-1173,Powellhurst-Gilbert,0200 - 0400,11,2021,11/20/2021,False,East,45.504033759,-122.534197122,7,"7,680,621","676,423"
12500 BLOCK OF SE DIVISION ST,22-0204,Powellhurst-Gilbert,0200 - 0400,2,2022,2/19/2022,True,East,45.504033759,-122.534197122,1,"7,680,621","676,423"
12300 BLOCK OF SE DIVISION ST,19-0172,Powellhurst-Gilbert,0200 - 0400,6,2019,6/5/2019,False,East,45.504049193,-122.536113386,1,"7,680,130","676,441"
2500 BLOCK OF SE 167TH AVE,20-0674,Centennial,1200 - 1400,10,2020,10/17/2020,True,East,45.504063303,-122.491014993,12,"7,691,689","676,158"
14100 BLOCK OF SE DIVISION ST,19-0105,Powellhurst-Gilbert,1800 - 2000,4,2019,4/11/2019,False,East,45.504069256,-122.517873924,8,"7,684,805","676,331"
SE DIVISION ST / SE 125TH AVE,20-0571,Mill Park,2200 - 2400,9,2020,9/16/2020,False,East,45.504078582,-122.534764467,1,"7,680,476","676,443"
SE DIVISION ST / SE 125TH AVE,20-0643,Mill Park,2200 - 2400,10,2020,10/9/2020,False,East,45.504078582,-122.534764467,3,"7,680,476","676,443"
SE DIVISION ST / SE 125TH AVE,21-0466,Mill Park,1600 - 1800,6,2021,6/2/2021,False,East,45.504078582,-122.534764467,10,"7,680,476","676,443"
14200 BLOCK OF SE DIVISION ST,21-0015,Centennial,0000 - 0200,1,2021,1/1/2021,False,East,45.504084996,-122.516508912,0,"7,685,155","676,328"
SE DIVISION ST / SE 124TH AVE,19-0257,Powellhurst-Gilbert,2200 - 2400,8,2019,8/12/2019,True,East,45.504091217,-122.535599874,0,"7,680,262","676,453"
SE DIVISION ST / SE 122ND AVE,21-0200,Mill Park,2200 - 2400,3,2021,3/5/2021,False,East,45.504092685,-122.537683411,0,"7,679,728","676,467"
14300 BLOCK OF SE DIVISION ST,21-0058,Centennial,0200 - 0400,1,2021,1/17/2021,True,East,45.504105451,-122.515186985,4,"7,685,494","676,327"
12900 BLOCK OF SE DIVISION ST,19-0317,Mill Park,0800 - 1000,9,2019,9/29/2019,False,East,45.504105868,-122.530586775,0,"7,681,547","676,426"
13600 BLOCK OF SE DIVISION ST,21-0955,Hazelwood,0400 - 0600,9,2021,9/25/2021,False,East,45.504118269,-122.523509632,4,"7,683,361","676,385"
11200 BLOCK OF SE DIVISION ST,22-0327,Powellhurst-Gilbert,0000 - 0200,3,2022,3/18/2022,False,East,45.504145987,-122.547338047,4,"7,677,254","676,549"
SE 117TH AVE / SE DIVISION ST,22-0236,Mill Park,0200 - 0400,2,2022,2/26/2022,True,East,45.504149534,-122.542823942,32,"7,678,411","676,521"
2500 BLOCK OF SE 174TH AVE,22-0244,Centennial,0200 - 0400,3,2022,3/1/2022,False,East,45.504155559,-122.484732746,9,"7,693,300","676,152"
14100 BLOCK OF SE DIVISION ST,21-1314,Hazelwood,2000 - 2200,12,2021,12/26/2021,False,East,45.504157063,-122.517873142,3,"7,684,806","676,363"
SE DIVISION ST / SE 145TH AVE,21-0830,Centennial,0800 - 1000,8,2021,8/25/2021,False,East,45.504166334,-122.513905508,3,"7,685,823","676,341"
SE DIVISION ST / SE 145TH AVE,22-0375,Centennial,0200 - 0400,3,2022,3/27/2022,False,East,45.504169076,-122.513905605,11,"7,685,823","676,342"
14700 BLOCK OF SE DIVISION ST,19-0173,Centennial,1200 - 1400,6,2019,6/5/2019,True,East,45.504170695,-122.511151110,1,"7,686,529","676,325"
14700 BLOCK OF SE DIVISION ST,20-0041,Centennial,1600 - 1800,1,2020,1/23/2020,False,East,45.504170695,-122.511151110,1,"7,686,529","676,325"
14700 BLOCK OF SE DIVISION ST,20-0567,Centennial,0000 - 0200,9,2020,9/16/2020,False,East,45.504170695,-122.511151110,0,"7,686,529","676,325"
14700 BLOCK OF SE DIVISION ST,20-0701,Centennial,1800 - 2000,10,2020,10/24/2020,False,East,45.504170695,-122.511151110,1,"7,686,529","676,325"
SE DIVISION ST / SE 112TH AVE,21-0369,Mill Park,2000 - 2200,5,2021,5/6/2021,False,East,45.504194352,-122.548010879,13,"7,677,082","676,571"
SE DIVISION ST / SE 109TH AVE,21-1138,Powellhurst-Gilbert,0200 - 0400,11,2021,11/9/2021,False,East,45.504225414,-122.551344035,0,"7,676,228","676,604"
11200 BLOCK OF SE DIVISION ST,19-0054,Mill Park,0000 - 0200,2,2019,2/18/2019,True,East,45.504233795,-122.547337311,0,"7,677,255","676,581"
11200 BLOCK OF SE DIVISION ST,19-0352,Mill Park,0200 - 0400,11,2019,11/1/2019,False,East,45.504233795,-122.547337311,11,"7,677,255","676,581"
11200 BLOCK OF SE DIVISION ST,20-0005,Mill Park,0200 - 0400,1,2020,1/1/2020,False,East,45.504233795,-122.547337311,38,"7,677,255","676,581"
11200 BLOCK OF SE DIVISION ST,22-0177,Mill Park,0200 - 0400,2,2022,2/14/2022,True,East,45.504233795,-122.547337311,10,"7,677,255","676,581"
SE DIVISION ST / SE 106TH AVE,20-0125,Hazelwood,1600 - 1800,4,2020,4/2/2020,False,East,45.504247393,-122.553798989,8,"7,675,599","676,628"
10500 BLOCK OF SE DIVISION ST,22-0077,Hazelwood,0200 - 0400,1,2022,1/25/2022,False,East,45.504299176,-122.555045501,1,"7,675,280","676,655"
15200 BLOCK OF SE DIVISION ST,20-0457,Centennial,1800 - 2000,8,2020,8/24/2020,False,East,45.504326482,-122.506478561,0,"7,687,728","676,352"
15500 BLOCK OF SE DIVISION ST,20-0415,Centennial,2200 - 2400,8,2020,8/6/2020,False,East,45.504330554,-122.503415922,0,"7,688,513","676,334"
SE DIVISION ST / SE 98TH AVE,22-0364,Hazelwood,1400 - 1600,3,2022,3/24/2022,False,East,45.504372686,-122.562730614,7,"7,673,311","676,732"
NB I205 FWY AT / SE DIVISION ST,20-0070,Powellhurst-Gilbert,0000 - 0200,2,2020,2/9/2020,False,East,45.504392871,-122.565119193,0,"7,672,699","676,755"
SE DIVISION ST / I205 FWY NB,19-0419,Powellhurst-Gilbert,1000 - 1200,12,2019,12/26/2019,True,East,45.504406370,-122.565131389,0,"7,672,696","676,760"
9400 BLOCK OF SE DIVISION ST,20-0161,Powellhurst-Gilbert,0000 - 0200,4,2020,4/24/2020,False,East,45.504411583,-122.566977090,4,"7,672,223","676,774"
9400 BLOCK OF SE DIVISION ST,21-0420,Powellhurst-Gilbert,2000 - 2200,5,2021,5/19/2021,False,East,45.504411583,-122.566977090,11,"7,672,223","676,774"
15500 BLOCK OF SE DIVISION ST,20-0149,Centennial,0000 - 0200,4,2020,4/14/2020,False,East,45.504418225,-122.503422916,3,"7,688,512","676,366"
SE DIVISION ST / I205 FWY SB,20-0667,Montavilla,0600 - 0800,10,2020,10/12/2020,False,East,45.504419604,-122.565463516,0,"7,672,611","676,767"
9200 BLOCK OF SE DIVISION ST,21-0347,Powellhurst-Gilbert,0000 - 0200,4,2021,4/28/2021,False,East,45.504425606,-122.568027162,1,"7,671,954","676,786"
9200 BLOCK OF SE DIVISION ST,21-0650,Powellhurst-Gilbert,0600 - 0800,7,2021,7/17/2021,False,East,45.504425606,-122.568027162,0,"7,671,954","676,786"
9200 BLOCK OF SE DIVISION ST,22-0284,Powellhurst-Gilbert,0000 - 0200,3,2022,3/7/2022,False,East,45.504425606,-122.568027162,0,"7,671,954","676,786"
15800 BLOCK OF SE DIVISION ST,20-0345,Centennial,1600 - 1800,7,2020,7/25/2020,True,East,45.504431856,-122.499806579,0,"7,689,439","676,348"
2500 BLOCK OF SE CESAR E CHAVEZ BLVD,19-0158,Richmond,0200 - 0400,5,2019,5/25/2019,False,Central,45.504432772,-122.622683167,4,"7,657,946","677,152"
SE DIVISION ST / SE 157TH AVE,19-0166,Centennial,0200 - 0400,6,2019,6/1/2019,False,East,45.504436895,-122.501722460,3,"7,688,948","676,362"
2400 BLOCK OF SE 135TH AVE,22-0292,Hazelwood,2200 - 2400,3,2022,3/9/2022,False,East,45.504465742,-122.524809561,0,"7,683,031","676,520"
SE DIVISION ST / SE 92ND AVE,21-0599,Montavilla,2000 - 2200,7,2021,7/5/2021,False,East,45.504472302,-122.568633629,6,"7,671,799","676,807"
SE DIVISION ST / SE 160TH AVE,20-0658,Centennial,1200 - 1400,10,2020,10/11/2020,False,East,45.504505259,-122.498584049,1,"7,689,753","676,367"
9100 BLOCK OF SE DIVISION ST,20-0388,Montavilla,0200 - 0400,8,2020,8/5/2020,True,East,45.504527217,-122.569088229,0,"7,671,683","676,830"
9100 BLOCK OF SE DIVISION ST,22-0206,Montavilla,1800 - 2000,2,2022,2/19/2022,False,East,45.504527217,-122.569088229,8,"7,671,683","676,830"
16200 BLOCK OF SE DIVISION ST,20-0957,Centennial,2200 - 2400,7,2020,7/28/2020,True,East,45.504530031,-122.496212724,0,"7,690,361","676,361"
17400 BLOCK OF SE DIVISION ST,20-0193,Centennial,1200 - 1400,5,2020,5/15/2020,False,East,45.504543588,-122.484028406,2,"7,693,484","676,289"
17200 BLOCK OF SE DIVISION ST,21-1119,Centennial,2200 - 2400,11,2021,11/4/2021,False,East,45.504549541,-122.485589264,6,"7,693,084","676,301"
2400 BLOCK OF SE 142ND AVE,21-0267,Hazelwood,0000 - 0200,3,2021,3/29/2021,False,East,45.504558871,-122.517333381,3,"7,684,948","676,506"
SE DIVISION ST / SE 87TH AVE,21-0815,Montavilla,1800 - 2000,8,2021,8/21/2021,False,East,45.504560114,-122.573350118,25,"7,670,591","676,870"
SE DIVISION ST / SE 162ND AVE,21-0583,Centennial,0200 - 0400,7,2021,7/3/2021,False,East,45.504572201,-122.496627780,0,"7,690,255","676,379"
SE DIVISION ST / SE 162ND AVE,22-0057,Centennial,1800 - 2000,1,2022,1/18/2022,False,East,45.504572269,-122.496623881,0,"7,690,256","676,379"
8400 BLOCK OF SE DIVISION ST,19-0409,Powellhurst-Gilbert,1400 - 1600,12,2019,12/17/2019,False,East,45.504575633,-122.576136524,15,"7,669,877","676,894"
SE 174TH AVE / SE DIVISION ST,21-0701,Centennial,0200 - 0400,7,2021,7/29/2021,False,East,45.504589985,-122.484677697,0,"7,693,318","676,310"
SE 174TH AVE / SE DIVISION ST,22-0001,Centennial,0200 - 0400,1,2022,1/1/2022,False,East,45.504592795,-122.484673894,90,"7,693,319","676,311"
2500 BLOCK OF SE 50TH AVE,21-0757,Richmond,2000 - 2200,8,2021,8/9/2021,False,East,45.504594288,-122.610940913,1,"7,660,957","677,132"
2400 BLOCK OF SE 112TH AVE,20-0401,Mill Park,2200 - 2400,8,2020,8/7/2020,False,East,45.504598788,-122.547947428,1,"7,677,102","676,718"
16100 BLOCK OF SE DIVISION ST,21-1130,Centennial,0000 - 0200,10,2021,10/21/2021,False,East,45.504603877,-122.497015156,0,"7,690,156","676,393"
8600 BLOCK OF SE DIVISION ST,22-0036,Montavilla,0400 - 0600,1,2022,1/12/2022,False,East,45.504615711,-122.573917899,0,"7,670,446","676,894"
16200 BLOCK OF SE DIVISION ST,21-1062,Centennial,2000 - 2200,10,2021,10/22/2021,False,East,45.504617838,-122.496211908,19,"7,690,362","676,393"
16300 BLOCK OF SE DIVISION ST,22-0020,Centennial,0800 - 1000,1,2022,1/7/2022,True,East,45.504618626,-122.495376985,0,"7,690,576","676,388"
16400 BLOCK OF SE DIVISION ST,21-0972,Centennial,1800 - 2000,9,2021,9/30/2021,False,East,45.504620458,-122.494323606,1,"7,690,846","676,382"
16400 BLOCK OF SE DIVISION ST,22-0262,Centennial,1800 - 2000,3,2022,3/3/2022,False,East,45.504620458,-122.494323606,3,"7,690,846","676,382"
